num_tickers,tickers,optimized_depth,optimized_gate_count,optimized_num_qubit,original_depth,original_gate_count,original_num_qubit
2,"['VRSK', 'PCAR']",135075,70769,13,34602947,18088481,21
2,"['ROST', 'ISRG']",540587,282821,15,34602947,18088481,21
2,"['MAR', 'SBUX']",8650683,4522397,19,553648083,289407833,25
2,"['NVDA', 'KLAC']",270247,141465,14,34602947,18088481,21
2,"['CMCSA', 'ANSS']",4325303,2261345,18,138411979,72352437,23
2,"['VRTX', 'BIIB']",17301439,9044445,20,553648083,289407833,25
2,"['MELI', 'SNPS']",8650683,4522397,19,276824015,144704261,24
2,"['PYPL', 'WDAY']",1081263,565493,16,34602947,18088481,21
2,"['FTNT', 'AEP']",1081263,565493,16,69205959,36176489,22
2,"['DLTR', 'ZM']",270247,141465,14,17301439,9044445,20
2,"['GOOGL', 'FTNT']",1081263,565493,16,69205959,36176489,22
2,"['PCAR', 'AAPL']",135075,70769,13,34602947,18088481,21
2,"['CPRT', 'TMUS']",135075,70769,13,34602947,18088481,21
2,"['SIRI', 'ISRG']",540587,282821,15,69205959,36176489,22
2,"['LULU', 'AAPL']",1081263,565493,16,69205959,36176489,22
2,"['CSX', 'META']",270247,141465,14,17301439,9044445,20
2,"['CSCO', 'PDD']",1081263,565493,16,17301439,9044445,20
2,"['ENPH', 'ILMN']",540587,282821,15,17301439,9044445,20
2,"['INTU', 'DLTR']",270247,141465,14,34602947,18088481,21
2,"['META', 'WDAY']",1081263,565493,16,34602947,18088481,21
2,"['ILMN', 'ANSS']",17301439,9044445,20,276824015,144704261,24
2,"['ENPH', 'ZM']",540587,282821,15,8650683,4522397,19
2,"['PEP', 'ASML']",540587,282821,15,34602947,18088481,21
2,"['GOOG', 'CSCO']",540587,282821,15,69205959,36176489,22
2,"['ZM', 'PYPL']",276824015,144704261,24,2214592475,1157628941,27
2,"['MAR', 'PAYX']",4325303,2261345,18,276824015,144704261,24
2,"['MU', 'BKR']",135075,70769,13,17301439,9044445,20
2,"['MRNA', 'ILMN']",1081263,565493,16,34602947,18088481,21
2,"['ZM', 'CMCSA']",540587,282821,15,34602947,18088481,21
2,"['SNPS', 'INTC']",270247,141465,14,17301439,9044445,20
2,"['ROST', 'VRTX']",2162611,1130793,17,138411979,72352437,23
