num_qubits,tickers,"s1, s2",kappa_opt,kappa_original
14,"['GOOGL', 'MSFT', 'ATVI', 'GOOG', 'PCAR', 'SBUX', 'INTU', 'PDD', 'CPRT', 'ADI', 'ASML', 'CTAS', 'NVDA', 'ZS']",[-6.60253464e-02  3.76866805e-05 -1.50173853e-03],6847.777046754415,3008205.573059445
14,"['ABNB', 'JD', 'ADP', 'EBAY', 'KLAC', 'AMD', 'AMAT', 'WBD', 'PYPL', 'TMUS', 'CRWD', 'INTU', 'QCOM', 'MRNA']",[ 1.57163849e-01 -1.32693455e-04 -2.41960476e-03],140.1500102189902,55928.33219813007
15,"['PYPL', 'CTAS', 'REGN', 'ABNB', 'ADI', 'CHTR', 'AMD', 'CDNS', 'VRTX', 'XEL', 'AMZN', 'MU', 'MELI', 'SNPS', 'DXCM']",[-1.05629781e-01  8.36169336e-05 -1.73799639e-03],182.81611607715195,82932.30084716885
15,"['META', 'QCOM', 'PANW', 'LCID', 'ZM', 'CMCSA', 'PAYX', 'ASML', 'ABNB', 'ENPH', 'CTAS', 'DDOG', 'REGN', 'CTSH', 'BKNG']",[-0.08174248  0.00018968 -0.00186396],144.55272924189543,56606.51147931262
15,"['XEL', 'ORLY', 'NVDA', 'ILMN', 'CSX', 'TEAM', 'PCAR', 'MELI', 'MDLZ', 'AVGO', 'SGEN', 'CPRT', 'MRVL', 'CHTR', 'TXN']",[-0.08699128  0.00017506 -0.00558961],144.53429062962124,67322.52638908417
15,"['BKR', 'MRVL', 'FANG', 'CTSH', 'KHC', 'MRNA', 'AZN', 'KLAC', 'GOOG', 'ADP', 'HON', 'QCOM', 'LCID', 'ODFL', 'VRSK']",[-0.09176828  0.00017632 -0.00131039],82.80733481299588,46423.31720003379
15,"['WBA', 'GOOG', 'AVGO', 'LCID', 'BIIB', 'AAPL', 'TMUS', 'EXC', 'ROST', 'CRWD', 'TXN', 'ILMN', 'ADSK', 'LRCX', 'MSFT']",[-0.08054046 -0.00016703 -0.00234164],112.20881952546976,59718.843957029596
15,"['MSFT', 'META', 'LULU', 'GOOG', 'ISRG', 'TXN', 'AMGN', 'XEL', 'AMD', 'ORLY', 'ZM', 'FTNT', 'GILD', 'TEAM', 'JD']",[ 0.05954463 -0.00014863 -0.00352955],116.31163236316948,54280.31884288054
15,"['VRSK', 'REGN', 'WBA', 'PAYX', 'ABNB', 'FANG', 'TSLA', 'KDP', 'MNST', 'ADI', 'SNPS', 'CHTR', 'ADSK', 'GOOG', 'WDAY']",[-0.07074384  0.00010836 -0.00173262],73.18959454828547,49849.743602030016
15,"['AMGN', 'ZS', 'BIIB', 'ILMN', 'COST', 'KDP', 'PCAR', 'ADBE', 'ZM', 'EA', 'VRSK', 'REGN', 'AZN', 'QCOM', 'PAYX']",[ 0.08113269  0.00011146 -0.00174196],70.62155386027952,48604.22612105369
