num_qubits,tickers,acc
10,"['MCHP', 'COST', 'PEP', 'MELI', 'WDAY', 'AVGO']",0.8385997505556263
10,"['MU', 'GOOGL', 'ADI', 'ASML', 'MAR', 'RIVN']",0.6642768655138516
10,"['PEP', 'CHTR', 'GOOGL', 'MELI', 'FANG', 'INTU']",0.8483653141349595
10,"['AVGO', 'ASML', 'ROST', 'ATVI', 'VRTX', 'SGEN']",0.9095997653186753
10,"['ZM', 'WBD', 'ADSK', 'GOOG', 'SIRI', 'TSLA']",0.8481677183144679
10,"['AAPL', 'NVDA', 'TXN', 'CSGP', 'LCID', 'REGN']",0.7758581834699634
10,"['ALGN', 'CPRT', 'BKR', 'WBA', 'PDD', 'EA']",0.8026673366261858
10,"['CTAS', 'CMCSA', 'NVDA', 'HON', 'KLAC', 'AMD']",0.948903338265464
10,"['SBUX', 'AAPL', 'COST', 'CSCO', 'CSX', 'LRCX']",0.8938182038837565
10,"['ZM', 'TEAM', 'SGEN', 'DDOG', 'LCID', 'CHTR']",0.9498944233038341
